cap,color,drive,fuel,km,make,model,power,price,trans,year
1998cm3,Brązowy,Naprzedniekoła,Benzyna,249000km,Saab,93,175KM,17700,Manualna,2004
1794cm3,Żółty,Natylnekoła,Benzyna,53260km,Toyota,MR2,140KM,47800,Manualna,2000
1984cm3,Niebieski,Naprzedniekoła,Benzyna,196000km,Audi,80,116KM,20900,Manualna,1996
2300cm3,Czarny,Natylnekoła,Benzyna,,MercedesBenz,SLK,197KM,28500,Automatyczna,2000
1997cm3,Brązowy,Naprzedniekoła,Diesel,226319km,Ford,Focus,136KM,11900,Manualna,2008
4939cm3,Niebieski,Natylnekoła,Benzyna,210000km,MercedesBenz,SL,223KM,119000,Automatyczna,1987
1997cm3,Srebrny,Naprzedniekoła,Benzyna,166780km,Peugeot,307CC,138KM,11500,Manualna,2004
1840cm3,Czerwony,Natylnekoła,BenzynaLPG,237000km,Mazda,MX5,146KM,19000,Manualna,2001
1598cm3,Szary,Natylnekoła,Benzyna,95000km,Mazda,MX5,110KM,21500,Manualna,2004
1587cm3,Innykolor,Naprzedniekoła,Benzyna,155000km,Peugeot,206CC,110KM,6900,Manualna,2003
1598cm3,Czarny,Naprzedniekoła,Benzyna,158000km,Renault,Megane,110KM,23900,Manualna,2010
1998cm3,Biały,Natylnekoła,Benzyna,4600km,Mazda,MX5,184KM,115000,Manualna,2018
6208cm3,Czarny,Natylnekoła,Benzyna,31900km,MercedesBenz,SL,525KM,76900,Automatyczna,2008
3696cm3,Czarny,Natylnekoła,Benzyna,133800km,Infiniti,G,320KM,59000,Automatyczna,2010
1796cm3,Szary,Naprzedniekoła,Benzyna,214000km,Opel,Astra,140KM,17900,Manualna,2007
1968cm3,Biały,4x4dołączanyautomatycznie,Diesel,126000km,Audi,A5,177KM,79900,Manualna,2013
3198cm3,Czarny,Natylnekoła,Benzyna,231451km,MercedesBenz,CLK,240KM,22999,Automatyczna,1999
4700cm3,Czarny,Natylnekoła,Benzyna,1km,Ford,Mustang,200KM,239000,Automatyczna,1967
3793cm3,Niebieski,Natylnekoła,Benzyna,620km,MercedesBenz,SL,204KM,119000,Automatyczna,1982
1598cm3,Czarny,Naprzedniekoła,Benzyna,57000km,Peugeot,207CC,120KM,2950,Manualna,2008
1968cm3,Innykolor,Naprzedniekoła,Diesel,207000km,Audi,A4,140KM,23000,Manualna,2006
5461cm3,Biały,Natylnekoła,Benzyna,32000km,MercedesBenz,SL,585KM,599000,Automatyczna,2017
2400cm3,Czarny,Naprzedniekoła,Diesel,362000km,Volvo,C70,180KM,28500,Automatyczna,2007
2300cm3,Czarny,Natylnekoła,Benzyna,103000km,Ford,Mustang,317KM,89887,Automatyczna,2015
1598cm3,Niebieski,Natylnekoła,Benzyna,226547km,Mazda,MX5,110KM,15900,Manualna,2000
1747cm3,Niebieski,Naprzedniekoła,BenzynaLPG,158500km,Fiat,Barchetta,130KM,13100,Manualna,1996
652cm3,Czerwony,Natylnekoła,Benzyna,25000km,Fiat,126,24KM,69000,Manualna,1992
3800cm3,Beżowy,Natylnekoła,Benzyna,60293km,MercedesBenz,SL,218KM,72900,Automatyczna,1983
2979cm3,Złoty,Natylnekoła,Benzyna,151136km,BMW,Seria3,306KM,67000,Automatyczna,2010
1895cm3,Czarny,Natylnekoła,Benzyna,230000km,BMW,Seria3,105KM,19900,Automatyczna,1998
1998cm3,Innykolor,Natylnekoła,Benzyna,3700km,Mazda,MX5,184KM,193950,Manualna,2019
2300cm3,Czerwony,Natylnekoła,Benzyna,49555km,Ford,Mustang,317KM,80000,Automatyczna,2016
1997cm3,Biały,Naprzedniekoła,Benzyna,45000km,Mitsubishi,Eclipse,210KM,47000,Manualna,1997
1598cm3,Czerwony,Naprzedniekoła,Benzyna,211000km,Renault,Megane,112KM,12900,Manualna,2007
1598cm3,Czerwony,Natylnekoła,Benzyna,,Mazda,MX5,110KM,29700,Manualna,2004
3300cm3,Czerwony,Natylnekoła,Benzyna,38000km,Porsche,911,282KM,890000,Manualna,1988
3800cm3,Czarny,4x4dołączanyautomatycznie,Benzyna,42000km,Porsche,911,560KM,549900,Automatyczna,2015
1598cm3,Zielony,Natylnekoła,Benzyna,197000km,Mazda,MX5,116KM,17200,Manualna,1993
1998cm3,Szary,Naprzedniekoła,Benzyna,110000km,Opel,Astra,116KM,5700,Manualna,1993
2987cm3,Niebieski,Natylnekoła,Diesel,168000km,MercedesBenz,KlasaE,231KM,54000,Automatyczna,2010
1968cm3,Szary,Naprzedniekoła,Diesel,221778km,Audi,A4,140KM,32900,Manualna,2008
1995cm3,Szary,Natylnekoła,Diesel,178381km,BMW,Seria3,177KM,39900,Manualna,2009
1596cm3,Innykolor,Naprzedniekoła,Benzyna,129000km,Ford,Focus,100KM,18800,Manualna,2007
2300cm3,Biały,Natylnekoła,Benzyna,13055km,Ford,Mustang,317KM,59900,Automatyczna,2018
1798cm3,Czarny,Natylnekoła,Benzyna,72000km,Mazda,MX5,126KM,24950,Manualna,2009
1596cm3,Szary,Naprzedniekoła,Benzyna,172000km,Ford,Fiesta,120KM,6999,Manualna,2011
963cm3,Zielony,4x4dołączanyręcznie,BenzynaLPG,80000km,Suzuki,Samurai,44KM,28000,Manualna,1986
1598cm3,Szary,Naprzedniekoła,Benzyna,126000km,Peugeot,308,120KM,27900,Manualna,2010
1781cm3,Brązowy,Naprzedniekoła,Benzyna,235000km,Audi,A4,163KM,28900,Manualna,2006
1598cm3,Niebieski,Naprzedniekoła,Benzyna,178000km,MINI,Cooper,115KM,16500,Manualna,2006
1598cm3,Czarny,Naprzedniekoła,Benzyna,164000km,Volkswagen,Eos,116KM,19900,Manualna,2007
6162cm3,Srebrny,Natylnekoła,Benzyna,53000km,Chevrolet,Corvette,466KM,209700,Automatyczna,2015
1560cm3,Niebieski,Naprzedniekoła,Diesel,154480km,Peugeot,207CC,110KM,14900,Manualna,2007
2400cm3,Szary,Naprzedniekoła,BenzynaLPG,161000km,Chrysler,200,180KM,42000,Automatyczna,2013
4951cm3,Czarny,Natylnekoła,Benzyna,39800km,Ford,Mustang,421KM,209100,Automatyczna,2017
1998cm3,Innykolor,Natylnekoła,Benzyna,47000km,Mazda,MX5,184KM,137538,Manualna,2019
1968cm3,Niebieski,Naprzedniekoła,Diesel,193000km,Volkswagen,Eos,140KM,22999,Manualna,2008
5439cm3,Czarny,Natylnekoła,Benzyna,54000km,MercedesBenz,SL,500KM,199900,Automatyczna,2005
2171cm3,Czarny,Natylnekoła,Benzyna,273000km,BMW,Seria3,170KM,24900,Manualna,2001
1998cm3,Niebieski,Natylnekoła,Benzyna,42000km,Mazda,MX5,160KM,72000,Automatyczna,2017
1984cm3,Srebrny,Naprzedniekoła,Benzyna,190000km,Volkswagen,Golf,116KM,8900,Manualna,2000
1587cm3,Bordowy,Naprzedniekoła,Benzyna,146000km,Peugeot,207,110KM,7999,Manualna,2008
2979cm3,Czerwony,Natylnekoła,Benzyna,231000km,BMW,Seria3,231KM,35900,Manualna,2002
1995cm3,Czarny,Natylnekoła,Benzyna,333000km,BMW,Seria3,143KM,15000,Manualna,2002
1984cm3,Czarny,Naprzedniekoła,Benzyna,157000km,Audi,TT,200KM,47500,Manualna,2007
1598cm3,Niebieski,Naprzedniekoła,Benzyna,298000km,Renault,Megane,115KM,9500,Manualna,2005
3498cm3,Czarny,Natylnekoła,Benzyna,124777km,MercedesBenz,SL,306KM,297777,Automatyczna,2012
1595cm3,Srebrny,Naprzedniekoła,Benzyna,260000km,Volkswagen,Golf,100KM,8800,Manualna,1999
6208cm3,Innykolor,Natylnekoła,Benzyna,70000km,MercedesBenz,SL,525KM,265000,Automatyczna,2009
1998cm3,Czarny,Naprzedniekoła,Benzyna,206000km,Renault,Megane,136KM,9900,Manualna,2005
1461cm3,Szary,Naprzedniekoła,Diesel,166000km,Renault,Megane,105KM,14500,Manualna,2011
1997cm3,Niebieski,Naprzedniekoła,Benzyna,154273km,Peugeot,206CC,138KM,6800,Manualna,2003
1123cm3,Biały,Naprzedniekoła,Benzyna,102327km,Inny,Inny,60KM,25900,Manualna,1996
1796cm3,Srebrny,Naprzedniekoła,Benzyna,180000km,Opel,Astra,125KM,9900,Manualna,2001
4163cm3,Czarny,4x4stały,Benzyna,176000km,Audi,S4,344KM,21999,Automatyczna,2004
2435cm3,Srebrny,Naprzedniekoła,Benzyna,269501km,Volvo,C70,140KM,28999,Manualna,2007
1598cm3,Biały,Naprzedniekoła,Benzyna,46000km,Opel,Cascada,200KM,63000,Manualna,2016
1598cm3,Niebieski,Naprzedniekoła,Benzyna,206000km,Opel,Astra,115KM,14900,Manualna,2008
1997cm3,Niebieski,Naprzedniekoła,Diesel,270000km,Peugeot,308CC,140KM,28000,Manualna,2009
1598cm3,Srebrny,Naprzedniekoła,Benzyna,121000km,Peugeot,207CC,150KM,17300,Manualna,2008
1998cm3,Czarny,Naprzedniekoła,BenzynaLPG,180000km,Renault,Megane,135KM,12499,Manualna,2005
1598cm3,Niebieski,Natylnekoła,Benzyna,215000km,Mazda,MX5,110KM,18900,Manualna,2002
1997cm3,Srebrny,Naprzedniekoła,Diesel,180000km,Volvo,C70,136KM,28500,Manualna,2008
1390cm3,Szary,Naprzedniekoła,Benzyna,159000km,Volkswagen,Eos,160KM,26500,Manualna,2010
2979cm3,Czarny,Natylnekoła,Benzyna,253000km,BMW,Seria3,231KM,31900,Manualna,2001
2960cm3,Bordowy,Natylnekoła,Benzyna,169000km,Nissan,300ZX,268KM,39900,Automatyczna,1993
3199cm3,Biały,Natylnekoła,Benzyna,143000km,MercedesBenz,SL,231KM,54900,Automatyczna,1997
2770cm3,Niebieski,Naprzedniekoła,Benzyna,,Audi,90,174KM,45900,Manualna,1994
1750cm3,Czerwony,Natylnekoła,Benzyna,60000km,Fiat,124Spider,130KM,113000,Manualna,1970
2967cm3,Czarny,Naprzedniekoła,Diesel,158000km,Audi,A5,204KM,64900,Automatyczna,2013
1598cm3,Innykolor,Naprzedniekoła,Benzyna,196000km,MINI,CooperS,170KM,18999,Manualna,2005
1997cm3,Czerwony,Natylnekoła,Benzyna,114000km,Honda,S2000,240KM,99900,Manualna,2004
698cm3,Czarny,Natylnekoła,Benzyna,147000km,Smart,Roadster,82KM,18600,Automatyczna,2006
1598cm3,Brązowy,Naprzedniekoła,Benzyna,123725km,Peugeot,308CC,120KM,20900,Manualna,2011
1587cm3,Niebieski,Naprzedniekoła,Benzyna,157000km,Peugeot,206CC,110KM,5500,Manualna,2004
1796cm3,Srebrny,Naprzedniekoła,Benzyna,138143km,Opel,Tigra,125KM,7990,Manualna,2004
1598cm3,Czerwony,Naprzedniekoła,Benzyna,210000km,Peugeot,207CC,122KM,18500,Manualna,2010
1991cm3,Niebieski,Natylnekoła,Benzyna,180000km,BMW,Seria3,150KM,19500,Manualna,1994
1560cm3,Srebrny,Naprzedniekoła,Diesel,280000km,Peugeot,206CC,110KM,5900,Manualna,2005
1781cm3,Niebieski,Naprzedniekoła,Benzyna,180000km,Volkswagen,Golf,90KM,6200,Automatyczna,1996
1998cm3,Czarny,Natylnekoła,Benzyna,212000km,MercedesBenz,SLK,163KM,22900,Automatyczna,2001
4966cm3,Bordowy,Natylnekoła,Benzyna,35000km,MercedesBenz,SL,306KM,139000,Automatyczna,2003
1364cm3,Czarny,Naprzedniekoła,Benzyna,203000km,Opel,Tigra,90KM,8900,Manualna,2004
1910cm3,Czarny,Naprzedniekoła,Diesel,162000km,Saab,93,180KM,46900,Automatyczna,2008
3800cm3,Czarny,Natylnekoła,Benzyna,80500km,Porsche,911,400KM,359900,Automatyczna,2012
1360cm3,Niebieski,Naprzedniekoła,Benzyna,120000km,Citroën,C3Pluriel,73KM,6500,Manualna,2004
5439cm3,Srebrny,Natylnekoła,Benzyna,99624km,MercedesBenz,SLK,360KM,72500,Automatyczna,2006
2000cm3,Czarny,Naprzedniekoła,Benzyna,167000km,Audi,A5,211KM,46950,Automatyczna,2011
4966cm3,Czarny,Natylnekoła,Benzyna,231500km,MercedesBenz,SL,306KM,32500,Automatyczna,2000
2295cm3,Srebrny,Natylnekoła,Benzyna,224112km,MercedesBenz,SLK,193KM,25500,Automatyczna,2000
1499cm3,Czarny,Naprzedniekoła,Benzyna,120000km,Mitsubishi,Colt,109KM,12500,Manualna,2008
1968cm3,Srebrny,Naprzedniekoła,Diesel,199000km,Volkswagen,Eos,140KM,18900,Manualna,2007
1587cm3,Srebrny,Naprzedniekoła,Benzyna,122000km,Peugeot,206CC,110KM,8990,Manualna,2004
1598cm3,Bordowy,Naprzedniekoła,Benzyna,119465km,Renault,Megane,112KM,9900,Manualna,2008
1998cm3,Szary,Naprzedniekoła,Benzyna,138000km,Renault,Megane,163KM,14500,Manualna,2006
5547cm3,Biały,Natylnekoła,Benzyna,188000km,MercedesBenz,SL,235KM,100000,Automatyczna,1989
1997cm3,Czarny,Naprzedniekoła,Diesel,207795km,Peugeot,307CC,136KM,8400,Manualna,2007
1995cm3,Czarny,Naprzedniekoła,Diesel,197243km,Renault,Megane,150KM,15500,Manualna,2007
1995cm3,Niebieski,Natylnekoła,Benzyna,193000km,BMW,Seria3,143KM,27900,Manualna,2004
2979cm3,Czarny,Natylnekoła,Benzyna,113000km,BMW,Seria3,306KM,93500,Automatyczna,2013
1896cm3,Zielony,Naprzedniekoła,Diesel,210000km,Volkswagen,Transporter,102KM,23800,Manualna,2006
1499cm3,Innykolor,Naprzedniekoła,BenzynaLPG,230000km,Mitsubishi,Colt,109KM,12500,Manualna,2006
1598cm3,Czarny,Naprzedniekoła,Benzyna,214300km,Peugeot,308CC,156KM,26500,Manualna,2011
999cm3,Niebieski,Naprzedniekoła,Benzyna,8700km,Volkswagen,TRoc,115KM,28900,Manualna,2019
1600cm3,Czarny,Naprzedniekoła,Benzyna,216000km,Renault,Coupe,83KM,11200,Manualna,2005
5666cm3,Czarny,Natylnekoła,Benzyna,79000km,Chevrolet,Corvette,350KM,135000,Manualna,2003
1984cm3,Czarny,4x4dołączanyautomatycznie,Benzyna,137000km,Audi,A3,190KM,44999,Automatyczna,2016
1598cm3,Niebieski,Naprzedniekoła,Benzyna,262000km,Volkswagen,Eos,115KM,15900,Manualna,2007
1595cm3,Zielony,Naprzedniekoła,Benzyna,185000km,Volkswagen,Golf,100KM,9900,Manualna,1998
1598cm3,Czerwony,Naprzedniekoła,Benzyna,162000km,MINI,Cooper,115KM,23900,Manualna,2007
3199cm3,Szary,Natylnekoła,Benzyna,171821km,Chrysler,Crossfire,218KM,32000,Manualna,2004
1598cm3,Niebieski,Naprzedniekoła,Benzyna,168000km,Peugeot,207CC,120KM,14920,Manualna,2008
1998cm3,Biały,Natylnekoła,Benzyna,66337km,Mazda,MX5,160KM,65190,Automatyczna,2016
1995cm3,Szary,Natylnekoła,Benzyna,249000km,BMW,Seria1,170KM,22400,Manualna,2009
1781cm3,Zielony,Naprzedniekoła,Benzyna,118000km,Audi,TT,150KM,39900,Manualna,2003
1796cm3,Niebieski,Natylnekoła,Benzyna,133000km,BMW,Z3,116KM,26000,Manualna,1996
1598cm3,Czarny,Naprzedniekoła,Benzyna,77950km,Peugeot,207CC,120KM,19900,Manualna,2011
1364cm3,Srebrny,Naprzedniekoła,Benzyna,160047km,Opel,Tigra,90KM,9700,Manualna,2006
1997cm3,Innykolor,Naprzedniekoła,Diesel,250000km,Peugeot,307CC,136KM,7500,Manualna,2005
1598cm3,Czarny,Naprzedniekoła,Benzyna,171900km,MINI,CooperS,175KM,28669,Manualna,2009
1598cm3,Srebrny,Naprzedniekoła,Benzyna,178697km,Peugeot,207CC,120KM,11300,Manualna,2007
1998cm3,Niebieski,Naprzedniekoła,Benzyna,128000km,Saab,93,150KM,49900,Automatyczna,2008
1781cm3,Czarny,Naprzedniekoła,BenzynaLPG,185320km,Audi,TT,150KM,17990,Manualna,2004
4966cm3,Biały,Natylnekoła,Benzyna,70452km,MercedesBenz,SL,306KM,105000,Automatyczna,2005
1996cm3,Bordowy,Naprzedniekoła,Benzyna,160000km,Chrysler,Stratus,133KM,10000,Manualna,1999
1956cm3,Czarny,Naprzedniekoła,Diesel,31000km,Opel,Cascada,170KM,38700,Manualna,2017
2995cm3,Szary,4x4stały,Benzyna,219000km,Audi,A5,272KM,77900,Automatyczna,2012
1999cm3,Szary,Natylnekoła,Benzyna,80100km,Mazda,MX5,160KM,72900,Manualna,2012
1297cm3,Zielony,Natylnekoła,Benzyna,90000km,Inny,Inny,58KM,47000,Manualna,1974
1600cm3,Czarny,Naprzedniekoła,Benzyna,189000km,Peugeot,207CC,150KM,16700,Manualna,2009
5461cm3,Czarny,Natylnekoła,Benzyna,155000km,MercedesBenz,SL,387KM,203000,Automatyczna,2011
4520cm3,Bordowy,Natylnekoła,Benzyna,194600km,MercedesBenz,SL,224KM,48900,Automatyczna,1980
1248cm3,Czarny,Naprzedniekoła,Diesel,203000km,Opel,Tigra,70KM,8900,Manualna,2006
1364cm3,Niebieski,Naprzedniekoła,Benzyna,150000km,Opel,Tigra,90KM,10900,Manualna,2006
1998cm3,Niebieski,Naprzedniekoła,Benzyna,250000km,Saab,93,210KM,29500,Automatyczna,2008
1984cm3,Biały,4x4stały,Benzyna,70641km,Audi,A3,190KM,89900,Automatyczna,2015
799cm3,Czarny,Natylnekoła,Diesel,185000km,Smart,Fortwo,45KM,17900,Automatyczna,2007
1968cm3,Czarny,Naprzedniekoła,Diesel,266000km,Audi,A4,140KM,23900,Manualna,2006
3600cm3,Czarny,Natylnekoła,Benzyna,45000km,Chevrolet,Camaro,323KM,102000,Automatyczna,2015
2687cm3,Czarny,Natylnekoła,Benzyna,94000km,Porsche,Boxster,245KM,145000,Manualna,2008
2496cm3,Innykolor,Naprzedniekoła,Diesel,235000km,Audi,A4,163KM,16900,Automatyczna,2003
1997cm3,Czarny,Naprzedniekoła,Benzyna,112160km,Peugeot,307CC,180KM,14999,Manualna,2005
1998cm3,Czarny,Naprzedniekoła,Benzyna,140206km,Renault,Megane,135KM,12900,Manualna,2004
1991cm3,Biały,4x4dołączanyautomatycznie,Benzyna,40903km,MercedesBenz,KlasaC,184KM,179900,Automatyczna,2016
1395cm3,Biały,Natylnekoła,Benzyna,25000km,Volkswagen,Beetle,150KM,17500,Manualna,1973
1997cm3,Niebieski,Naprzedniekoła,Benzyna,200000km,Peugeot,307CC,138KM,12500,Manualna,2004
1598cm3,Srebrny,Naprzedniekoła,Benzyna,134000km,Peugeot,308CC,156KM,25500,Manualna,2010
6000cm3,Innykolor,Natylnekoła,Benzyna,103000km,MercedesBenz,SL,394KM,123000,Automatyczna,1993
4966cm3,Czerwony,Natylnekoła,Benzyna,136516km,MercedesBenz,SL,306KM,99000,Automatyczna,2003
1595cm3,Czarny,Naprzedniekoła,Benzyna,206854km,Volkswagen,NewBeetle,102KM,14900,Manualna,2005
1999cm3,Innykolor,Naprzedniekoła,Benzyna,238000km,Ford,Focus,145KM,16400,Manualna,2007
5000cm3,Czarny,4x4dołączanyautomatycznie,Benzyna,71000km,Jaguar,FType,575KM,297660,Automatyczna,2017
1364cm3,Czarny,Naprzedniekoła,Benzyna,160600km,Opel,Tigra,90KM,11900,Manualna,2006
2198cm3,Srebrny,Naprzedniekoła,BenzynaLPG,266000km,Opel,Astra,147KM,9500,Manualna,2001
1895cm3,Niebieski,Natylnekoła,Benzyna,205000km,BMW,Seria3,118KM,18200,Manualna,1999
3731cm3,Szary,Natylnekoła,Benzyna,20340km,Ford,Mustang,305KM,99700,Automatyczna,2015
1997cm3,Niebieski,Naprzedniekoła,Benzyna,140905km,Peugeot,206CC,138KM,11000,Manualna,2003
1364cm3,Czarny,Naprzedniekoła,Benzyna,210000km,Opel,Tigra,90KM,11000,Manualna,2005
1587cm3,Srebrny,Naprzedniekoła,Benzyna,270000km,Peugeot,206CC,110KM,5900,Manualna,2001
1598cm3,Czarny,Naprzedniekoła,Benzyna,147000km,Peugeot,207CC,120KM,17900,Manualna,2011
4663cm3,Czarny,Natylnekoła,Benzyna,47000km,MercedesBenz,SL,435KM,439000,Automatyczna,2017
1781cm3,Czerwony,Naprzedniekoła,Benzyna,139000km,Volkswagen,Golf,111KM,49000,Manualna,1989
3980cm3,Zielony,Natylnekoła,Benzyna,75467km,Jaguar,XJS,227KM,45900,Automatyczna,1996
1587cm3,Srebrny,Naprzedniekoła,Benzyna,189000km,Peugeot,206,110KM,5500,Manualna,2002
1598cm3,Czarny,Naprzedniekoła,Benzyna,220000km,MINI,CooperS,170KM,23900,Manualna,2006
1598cm3,Zielony,Naprzedniekoła,Benzyna,270228km,MINI,Cooper,115KM,15800,Manualna,2004
1598cm3,Srebrny,Naprzedniekoła,Benzyna,93000km,Renault,Megane,110KM,11990,Manualna,2005
1474cm3,Bordowy,Natylnekoła,Benzyna,100000km,Triumph,Spitfire,75KM,50000,Manualna,1979
1968cm3,Srebrny,Naprzedniekoła,Diesel,317000km,Chrysler,Sebring,140KM,16700,Manualna,2008
1781cm3,Innykolor,Naprzedniekoła,Benzyna,161255km,Volkswagen,Golf,98KM,59900,Manualna,1989
1910cm3,Srebrny,Naprzedniekoła,Diesel,254500km,Opel,Astra,149KM,16500,Manualna,2007
1598cm3,Czarny,Naprzedniekoła,Benzyna,127972km,Peugeot,207CC,150KM,16900,Manualna,2009
1997cm3,Innykolor,Naprzedniekoła,Diesel,195000km,Volvo,C70,136KM,31500,Manualna,2008
4700cm3,Czerwony,Natylnekoła,Benzyna,100000km,Ford,Mustang,200KM,220000,Automatyczna,1967
2967cm3,Szary,4x4stały,Diesel,255000km,Audi,A4,233KM,32700,Manualna,2008
1968cm3,Czarny,Naprzedniekoła,Diesel,137000km,Audi,A4,140KM,23500,Manualna,2006
2171cm3,Czarny,Natylnekoła,Benzyna,72000km,BMW,Z4,170KM,40000,Manualna,2005
1870cm3,Innykolor,Naprzedniekoła,Diesel,200000km,Renault,Megane,130KM,6666,Manualna,2007
1598cm3,Biały,Naprzedniekoła,Benzyna,205000km,MINI,CooperS,170KM,26500,Manualna,2007
1242cm3,Niebieski,Naprzedniekoła,Benzyna,138223km,Fiat,500,69KM,17900,Manualna,2011
1997cm3,Srebrny,Naprzedniekoła,Diesel,276226km,Peugeot,307CC,136KM,11800,Manualna,2008
1587cm3,Czarny,Naprzedniekoła,Benzyna,229017km,Peugeot,206CC,110KM,11000,Manualna,2002
1795cm3,Czerwony,Natylnekoła,BenzynaLPG,305000km,BMW,Seria3,113KM,48000,Manualna,1990
2981cm3,Czarny,4x4stały,Benzyna,35300km,Porsche,911,420KM,474878,Automatyczna,2017
1796cm3,Czarny,Naprzedniekoła,Benzyna,228432km,Opel,Astra,140KM,18900,Manualna,2009
2200cm3,Zielony,4x4dołączanyręcznie,Benzyna,14000km,Gaz,69,98KM,52000,Manualna,1970
1997cm3,Srebrny,Naprzedniekoła,Benzyna,305000km,Peugeot,307CC,138KM,9900,Manualna,2004
1597cm3,Czarny,Natylnekoła,Benzyna,226000km,Mazda,MX5,110KM,23500,Manualna,1999
2295cm3,Biały,Natylnekoła,Benzyna,126000km,MercedesBenz,SLK,193KM,21000,Automatyczna,1996
1997cm3,Czarny,Naprzedniekoła,Benzyna,161230km,Peugeot,307CC,138KM,14700,Manualna,2004
1798cm3,Biały,Natylnekoła,Benzyna,127380km,Mazda,MX5,126KM,29900,Manualna,2006
3950cm3,Biały,Natylnekoła,Benzyna,161000km,Ford,Thunderbird,284KM,51500,Automatyczna,2002
1968cm3,Biały,Naprzedniekoła,Diesel,209800km,Audi,A3,140KM,33800,Manualna,2010
2960cm3,Czarny,Natylnekoła,Benzyna,250000km,MercedesBenz,W12419841993,220KM,110000,Automatyczna,1992
1998cm3,Czerwony,Naprzedniekoła,Benzyna,10800km,MINI,CooperS,192KM,159000,Automatyczna,2018
1248cm3,Srebrny,Naprzedniekoła,Diesel,259000km,Opel,Tigra,70KM,8500,Manualna,2005
3199cm3,Czarny,Natylnekoła,Benzyna,346900km,MercedesBenz,CLK,217KM,24900,Automatyczna,2003
1598cm3,Brązowy,Naprzedniekoła,Benzyna,159600km,Peugeot,308CC,120KM,19900,Manualna,2009
1999cm3,Szary,Natylnekoła,Benzyna,255000km,Mazda,MX5,160KM,34999,Manualna,2008
1998cm3,Czerwony,Natylnekoła,Benzyna,336000km,MercedesBenz,KlasaE,136KM,57000,Manualna,1994
2990cm3,Biały,Natylnekoła,Benzyna,151000km,Porsche,944,211KM,78000,Manualna,1990
3498cm3,Srebrny,Natylnekoła,Benzyna,100000km,MercedesBenz,SLK,305KM,65900,Automatyczna,2009
3179cm3,Biały,Natylnekoła,Benzyna,35500km,Porsche,Boxster,260KM,139986,Automatyczna,2003
6208cm3,Czarny,Natylnekoła,Benzyna,145000km,MercedesBenz,SL,525KM,169000,Automatyczna,2009
3600cm3,Szary,Natylnekoła,Benzyna,115000km,Chevrolet,Camaro,323KM,109000,Automatyczna,2017
1796cm3,Czarny,Naprzedniekoła,Benzyna,171000km,Opel,Astra,140KM,17900,Manualna,2007
1798cm3,Srebrny,Natylnekoła,Benzyna,132710km,Mazda,MX5,126KM,30800,Manualna,2008
2771cm3,Srebrny,Naprzedniekoła,Benzyna,220000km,Audi,Cabriolet,174KM,34000,Automatyczna,1994
3199cm3,Fioletowy,Natylnekoła,Benzyna,84670km,MercedesBenz,KlasaE,220KM,142000,Automatyczna,1993
2706cm3,Czerwony,Natylnekoła,Benzyna,51096km,Porsche,Boxster,265KM,179999,Automatyczna,2013
1390cm3,Czarny,Naprzedniekoła,Benzyna,166927km,Volkswagen,Eos,160KM,25999,Manualna,2009
2199cm3,Srebrny,Natylnekoła,Benzyna,185740km,MercedesBenz,KlasaE,150KM,56900,Manualna,1995
1499cm3,Czarny,Naprzedniekoła,Benzyna,10000km,MINI,ONE,102KM,48900,Manualna,2020
3197cm3,Innykolor,4x4dołączanyautomatycznie,Benzyna,100000km,Audi,A5,265KM,22017,Automatyczna,2010
1598cm3,Fioletowy,Naprzedniekoła,Benzyna,110000km,MINI,Cooper,115KM,15500,Manualna,2004
4663cm3,Biały,Natylnekoła,Benzyna,5000km,MercedesBenz,SL,456KM,499950,Automatyczna,2019
1984cm3,Innykolor,Naprzedniekoła,BenzynaLPG,168000km,Volkswagen,NewBeetle,115KM,16400,Manualna,2004
2979cm3,Czarny,Natylnekoła,Benzyna,99460km,BMW,Z4,231KM,58000,Manualna,2003
1997cm3,Szary,Natylnekoła,Benzyna,226262km,Honda,S2000,240KM,84900,Manualna,2006
2771cm3,Niebieski,Naprzedniekoła,Benzyna,116000km,Audi,Cabriolet,174KM,35900,Automatyczna,1995
1995cm3,Czarny,Naprzedniekoła,Diesel,94000km,Renault,Megane,150KM,15555,Manualna,2008
1985cm3,Srebrny,Naprzedniekoła,Benzyna,297000km,Saab,93,205KM,10000,Automatyczna,2001
2970cm3,Bordowy,Naprzedniekoła,Benzyna,132000km,Chrysler,LeBaron,136KM,20700,Automatyczna,1990
1795cm3,Srebrny,Naprzedniekoła,Benzyna,242192km,Opel,Astra,125KM,8000,Manualna,2004
1984cm3,Czarny,4x4stały,Benzyna,86932km,Audi,A5,211KM,66400,Automatyczna,2013
1995cm3,Niebieski,Natylnekoła,Benzyna,140500km,BMW,Seria1,143KM,34500,Manualna,2009
1587cm3,Niebieski,Naprzedniekoła,Benzyna,159000km,Peugeot,206CC,110KM,9000,Manualna,2005
4973cm3,Czarny,Natylnekoła,Benzyna,177400km,MercedesBenz,SL,326KM,57000,Automatyczna,1991
2979cm3,Niebieski,Natylnekoła,Benzyna,305000km,BMW,Seria1,306KM,34500,Automatyczna,2008
1560cm3,Czarny,Naprzedniekoła,Diesel,234750km,Peugeot,207CC,110KM,13700,Manualna,2008
1870cm3,Innykolor,Naprzedniekoła,Diesel,170000km,Renault,Megane,130KM,11999,Manualna,2006
